actor_id,sentence,emotion,emotion_level,text
1005,TAI,Disgust,XX,the airplane is almost fall
1005,TAI,Fear,XX,the airplane is almost full
1005,TAI,Happy,XX,where plane is almost 4
1005,TAI,Neutral,XX,the airplane is almost full
1005,TIE,Anger,XX,there is exactly what happened
1005,TIE,Disgust,XX,that is exactly what happened
1005,TIE,Fear,XX,there is exactly what happened
1005,TIE,Happy,XX,where is exactly what happened
1005,TIE,Neutral,XX,that is exactly what happened
1005,TIE,Sad,XX,that is exactly what happened
1005,TSI,Anger,XX,the surfaces flag
1005,TSI,Disgust,XX,the surface is slack
1005,TSI,Fear,XX,the surface is flick
1005,TSI,Happy,XX,the surfaces lake
1005,TSI,Neutral,XX,the surface is snake
1005,TSI,Sad,XX,the surfaces lake
1005,WSI,Anger,XX,will stop in a couple of minutes
1005,WSI,Disgust,XX,couple of minutes
1005,WSI,Fear,XX,who stopped in a couple of minutes
1005,WSI,Happy,XX,who started a couple of minutes
1005,WSI,Neutral,XX,will stop in a couple of minutes
1005,WSI,Sad,XX,will stop in a couple
1006,DFA,Anger,XX,don't forget a jacket
1006,DFA,Happy,XX,don't forget a jacket
1006,DFA,Neutral,XX,don't forget a jacket
1006,IEO,Anger,HI,it's 11 O'Clock
1006,IEO,Anger,LO,it's a lovely clock
1006,IEO,Anger,MD,it's 11:00
1006,IEO,Disgust,HI,is 11:00
1006,IEO,Disgust,MD,it's a 11:00
1006,IEO,Happy,HI,it's 11 O'Clock
1006,IOM,Anger,XX,I am on my way to the meeting
1006,IOM,Neutral,XX,I am on my way to the meeting
1006,IOM,Sad,XX,I am on my way to the meeting
1006,ITH,Anger,XX,I think I have a doctor's appointment
1006,ITH,Disgust,XX,I think I have a doctor's appointment
1006,ITH,Fear,XX,I think I have a doctor's appointment
1006,ITH,Happy,XX,I think I have a doctor's appointment
1006,ITH,Neutral,XX,I think I have a doctor's appointment
1006,ITH,Sad,XX,I think I have a doctor's appointment
1006,ITS,Anger,XX,I think I've seen this before
1006,ITS,Fear,XX,I think I'll singers before
1006,ITS,Happy,XX,I think I've seen this before
1006,ITS,Neutral,XX,I think I've seen this before
1006,ITS,Sad,XX,I think I have seen this before
1006,IWL,Anger,XX,I would like to know
1006,IWL,Disgust,XX,I would like a new alarm clock
1006,IWL,Happy,XX,I would like to new alarm clock
1006,IWL,Neutral,XX,I would like a new alarm clock
1006,IWL,Sad,XX,I would like to know alarm clock
1006,IWW,Anger,XX,I want to know what this is about
1006,IWW,Disgust,XX,I want about this is about
1006,IWW,Neutral,XX,I Wonder What this is about
1006,IWW,Sad,XX,I Wonder What this is about
1006,MTI,Anger,XX,maybe tomorrow will be called
1006,MTI,Disgust,XX,maybe tomorrow will be cold
1006,MTI,Fear,XX,maybe tomorrow will be cold
1006,MTI,Happy,XX,maybe tomorrow will be cold
1006,MTI,Neutral,XX,maybe tomorrow it will be cold
1006,MTI,Sad,XX,maybe tomorrow you will be cold
1006,TAI,Anger,XX,airplane is almost full
1006,TAI,Disgust,XX,the airplane is almost fall
1006,TAI,Happy,XX,the airplane is almost fall
1006,TAI,Neutral,XX,the airplane is almost for
1006,TIE,Anger,XX,that is exactly what happened
1006,TIE,Disgust,XX,where is exactly what happened
1006,TIE,Fear,XX,where is exactly what happened
1006,TIE,Happy,XX,that is exactly what happened
1006,TIE,Neutral,XX,that is exactly what happened
1006,TIE,Sad,XX,what is exactly what happened
1006,TSI,Anger,XX,the services like
1006,TSI,Happy,XX,the surfaces like
1006,TSI,Neutral,XX,the surfaces flick
1006,WSI,Anger,XX,what's up in a couple of minutes
1006,WSI,Neutral,XX,will stop in a couple of minutes
1007,DFA,Anger,XX,don't forget jacket
1007,DFA,Neutral,XX,don't forget a jacket
1007,IEO,Anger,HI,cancel 11:00
1007,IEO,Anger,LO,it's 11:00
1007,IEO,Anger,MD,it's 11 O'Clock
1007,IEO,Disgust,HI,what is the 11 o'clock
1007,IEO,Disgust,LO,it's 11:00
1007,IEO,Fear,LO,11 o'clock
1007,IEO,Fear,MD,it's a 11:00
1007,IEO,Happy,HI,is the 11 o'clock
1007,IEO,Happy,LO,is 11:00
1007,IEO,Happy,MD,is 11:00
1007,IEO,Neutral,XX,it's 11 O'Clock
1007,IEO,Sad,LO,it's 11 O'Clock
1007,IOM,Anger,XX,I am on my way to the meeting
1007,IOM,Fear,XX,meaning
1007,IOM,Neutral,XX,I'm on my way to the meeting
1007,IOM,Sad,XX,about my way to the meeting
1007,ITH,Anger,XX,think I have a doctor's appointment
1007,ITH,Fear,XX,I have a doctor's appointment
1007,ITH,Neutral,XX,I think I had a doctor's appointment
1007,ITS,Anger,XX,I think I've seen this before
1007,ITS,Disgust,XX,I think I've seen this before
1007,ITS,Fear,XX,before
1007,ITS,Happy,XX,I think I've seen
1007,ITS,Neutral,XX,I think I've seen this before
1007,ITS,Sad,XX,famous before
1007,IWL,Anger,XX,I would like to do alarm clock
1007,IWL,Fear,XX,I would like a new alarm clock
1007,IWL,Happy,XX,I would like a new alarm clock
1007,IWL,Neutral,XX,I would like a new alarm clock
1007,IWL,Sad,XX,I will like a new alarm
1007,IWW,Anger,XX,I Wonder What this is about
1007,IWW,Disgust,XX,I want to know what this is about
1007,IWW,Neutral,XX,I Wonder What this is about
1007,IWW,Sad,XX,I want to go this is about
1007,MTI,Anger,XX,maybe tomorrow I will be cold
1007,MTI,Neutral,XX,maybe tomorrow at will be cold
1007,TAI,Anger,XX,the airplane is almost 4
1007,TAI,Disgust,XX,airplane is almost
1007,TAI,Fear,XX,F-1
1007,TAI,Neutral,XX,the airplane is almost full
1007,TAI,Sad,XX,airplane mode for
1007,TIE,Anger,XX,that is exactly what happened
1007,TIE,Disgust,XX,there is exactly what happened
1007,TIE,Fear,XX,it's exactly what happened
1007,TIE,Happy,XX,Paris exactly what happened
1007,TIE,Neutral,XX,that is exactly what happened
1007,TSI,Neutral,XX,the surface is slack
1007,WSI,Anger,XX,Mushtaq in a couple of minutes
1007,WSI,Fear,XX,US time now
1007,WSI,Happy,XX,Musafir couple of minutes
1007,WSI,Neutral,XX,will stop and a couple of minutes
1008,DFA,Anger,XX,don't forget a jacket
1008,DFA,Disgust,XX,don't forget a jacket
1008,DFA,Fear,XX,don't forget a jacket
1008,DFA,Happy,XX,don't forget a jacket
1008,DFA,Neutral,XX,don't forget a jacket
1008,DFA,Sad,XX,don't forget it jacket
1008,IEO,Anger,HI,it's 11:00
1008,IEO,Anger,LO,it's 11:00
1008,IEO,Anger,MD,it's 11:00
1008,IEO,Disgust,HI,it's 11 O'Clock
1008,IEO,Disgust,LO,it's 11 O'Clock
1008,IEO,Disgust,MD,it's 11 O'Clock
1008,IEO,Fear,HI,it's 11:00
1008,IEO,Fear,LO,it's 11:00
1008,IEO,Fear,MD,it's 11:00
1008,IEO,Happy,HI,it's 11:00
1008,IEO,Happy,LO,it's 11:00
1008,IEO,Happy,MD,it's 11
1008,IEO,Neutral,XX,it's 11:00
1008,IEO,Sad,HI,it's 11 O'Clock
1008,IEO,Sad,LO,it's 11 O'Clock
1008,IEO,Sad,MD,it's 11:00
1008,IOM,Anger,XX,I am on my way to the meeting
1008,IOM,Disgust,XX,and on my way to the meeting
1008,IOM,Fear,XX,I am on my way to the meeting
1008,IOM,Happy,XX,I am on my way to the meeting
1008,IOM,Neutral,XX,I am on my way to the meeting
1008,IOM,Sad,XX,I am on my way to the meeting
1008,ITH,Anger,XX,I think I have a doctor's appointment
1008,ITH,Disgust,XX,I think I have a doctor's appointment
1008,ITH,Fear,XX,I think I have a doctor's appointment
1008,ITH,Happy,XX,I think I have
1008,ITH,Neutral,XX,I think I have a doctor's appointment
1008,ITH,Sad,XX,I think I have a doctor's appointment
1008,ITS,Anger,XX,I think it's seen this before
1008,ITS,Disgust,XX,I think I seen this before
1008,ITS,Fear,XX,I think I just seen this before
1008,ITS,Happy,XX,I think I see this before
1008,ITS,Neutral,XX,I think I've seen this before
1008,ITS,Sad,XX,I think I've seen this before
1008,IWL,Anger,XX,I would like a new alarm clock
1008,IWL,Disgust,XX,I would like a new alarm clock
1008,IWL,Fear,XX,I would like a new look
1008,IWL,Happy,XX,I would like a new alarm clock
1008,IWL,Neutral,XX,I would like a new alarm clock
1008,IWL,Sad,XX,I would like a new alarm clock
1008,IWW,Anger,XX,I Wonder What this is about
1008,IWW,Disgust,XX,I Wonder What
1008,IWW,Fear,XX,I Wonder What this is about
1008,IWW,Happy,XX,I Wonder What this is about
1008,IWW,Neutral,XX,I Wonder What this is about
1008,IWW,Sad,XX,I Wonder What this is about
1008,MTI,Anger,XX,maybe tomorrow it will be cold
1008,MTI,Disgust,XX,make me tomorrow will be cold
1008,MTI,Fear,XX,maybe tomorrow we will be cold
1008,MTI,Happy,XX,maybe tomorrow it will be called
1008,MTI,Neutral,XX,maybe tomorrow it will be called
1008,MTI,Sad,XX,maybe tomorrow it will be cold
1008,TAI,Anger,XX,the airplane is almost fall
1008,TAI,Disgust,XX,the airplane is almost fall
1008,TAI,Fear,XX,the airplane is almost fool
1008,TAI,Happy,XX,the airplane is almost full
1008,TAI,Neutral,XX,the airplane is almost full
1008,TAI,Sad,XX,the airplane is almost full
1008,TIE,Anger,XX,batch is exactly what happened
1008,TIE,Disgust,XX,that is exactly what happened
1008,TIE,Fear,XX,that is exactly what happened
1008,TIE,Happy,XX,that is exactly what happened
1008,TIE,Neutral,XX,that is exactly what happened
1008,TIE,Sad,XX,that is exactly what happened
1008,TSI,Anger,XX,the surface is flick
1008,TSI,Disgust,XX,the surface is flick
1008,TSI,Fear,XX,the services flick
1008,TSI,Happy,XX,the surface is flick
1008,TSI,Neutral,XX,the surface is slick
1008,TSI,Sad,XX,the surface is flick
1009,DFA,Disgust,XX,don't forget for jacket
1009,DFA,Fear,XX,don't forget the jacket
1009,DFA,Happy,XX,doctor jacket
1009,DFA,Neutral,XX,don't forget a jacket
1009,DFA,Sad,XX,don't forget jacket
1009,IEO,Anger,LO,it's 11:00
1009,IEO,Anger,MD,it's 11 O'Clock
1009,IEO,Disgust,HI,it's ok
1009,IEO,Happy,HI,it's a 11 o'clock
1009,IEO,Happy,MD,it's a lovely clock
1009,IOM,Anger,XX,I am on my way to the meeting
1009,IOM,Disgust,XX,I am on my way to the meeting
1009,IOM,Fear,XX,I am on my way to the meeting
1009,IOM,Happy,XX,I'm on my way to the meeting
1009,IOM,Neutral,XX,I am on my way to the meeting
1009,IOM,Sad,XX,I am on my way to the meeting
1009,ITH,Anger,XX,I think I have a doctor's appointment
1009,ITH,Neutral,XX,I think I have a doctor's appointment
1009,ITH,Sad,XX,I think I have a doctor's appointment
1009,ITS,Anger,XX,I think I've seen this before
1009,ITS,Disgust,XX,I think I've seen this before
1009,ITS,Happy,XX,I think I've seen this before
1009,ITS,Neutral,XX,I think I've seen this before
1009,ITS,Sad,XX,singer before
1009,IWL,Anger,XX,I would like a knew I want to talk
1009,IWL,Disgust,XX,I would like a new alarm clock
1009,IWL,Fear,XX,I would like
1009,IWL,Neutral,XX,I would like a new alarm clock
1009,IWL,Sad,XX,I would like a new alarm clock
1009,IWW,Anger,XX,I Wonder What this is about
1009,IWW,Disgust,XX,I Wonder What this is about
1009,IWW,Fear,XX,I want this is about
1009,IWW,Happy,XX,I Wonder What this is about
1009,IWW,Neutral,XX,I Wonder What this is about
1009,IWW,Sad,XX,I Wonder What this is about
1009,TAI,Anger,XX,the airplane is almost full
1009,TAI,Disgust,XX,airplane is almost fall
1009,TAI,Neutral,XX,the airplane is almost for
1009,TAI,Sad,XX,aeroplane is almost fall
1009,TIE,Anger,XX,that is exactly what happened
1009,TIE,Disgust,XX,that is exactly what happened
1009,TIE,Fear,XX,what happened
1009,TIE,Happy,XX,that is exactly what happened
1009,TSI,Anger,XX,the surface is flick
1009,TSI,Fear,XX,the surface is like
1009,TSI,Happy,XX,the surface is like
1009,TSI,Neutral,XX,the surface is flick
1009,WSI,Anger,XX,will stop in a couple of minutes
1009,WSI,Fear,XX,4 minutes
1009,WSI,Neutral,XX,will start in a couple of minutes
1010,DFA,Anger,XX,don't forget and jacket
1010,DFA,Disgust,XX,don't forget jacket
1010,DFA,Fear,XX,don't forget to jacket
1010,DFA,Happy,XX,jacket
1010,DFA,Neutral,XX,don't forget a jacket
1010,DFA,Sad,XX,don't forget the jacket
1010,IEO,Anger,LO,it's 11 O'Clock
1010,IEO,Anger,MD,it's 11 O'Clock
1010,IEO,Disgust,HI,it's a 11:00
1010,IEO,Disgust,MD,it's 11:00
1010,IEO,Fear,HI,it's 11 O'Clock
1010,IEO,Fear,LO,it's 11:00
1010,IEO,Fear,MD,it's 11:00
1010,IEO,Happy,HI,it's 11 O'Clock
1010,IEO,Happy,MD,it's 11:00
1010,IEO,Sad,HI,it's 11:00
1010,IOM,Anger,XX,I am on my way to the meeting
1010,IOM,Disgust,XX,turn on my way to the meeting
1010,IOM,Fear,XX,I am on my way to the meeting
1010,IOM,Neutral,XX,I am on my way to the meeting
1010,IOM,Sad,XX,I am on my way to the meaning
1010,ITH,Anger,XX,I think I have a doctor's appointment
1010,ITH,Disgust,XX,doctors appointment
1010,ITH,Happy,XX,I think I have a doctor's appointment
1010,ITH,Neutral,XX,I think I have a doctor's appointment
1010,ITS,Anger,XX,I think I've seen this before
1010,ITS,Disgust,XX,I think I've seen this before
1010,ITS,Happy,XX,I think I've seen this before
1010,IWL,Anger,XX,I would like a new alarm clock
1010,IWL,Disgust,XX,I would like a new alarm clock
1010,IWL,Fear,XX,I would like to new alarm clock
1010,IWL,Happy,XX,I would like a new alarm
1010,IWL,Neutral,XX,I would like a new alarm clock
1010,IWW,Anger,XX,I want you what this is about
1010,IWW,Disgust,XX,I Wonder What this is about
1010,IWW,Fear,XX,I want you what this is about
1010,IWW,Happy,XX,I Wonder What this is about
1010,IWW,Neutral,XX,I Wonder What this is about
1010,MTI,Anger,XX,maybe tomorrow will be cold
1010,MTI,Disgust,XX,maybe tomorrow will be cold
1010,MTI,Fear,XX,maybe tomorrow will be cold
1010,MTI,Happy,XX,maybe tomorrow will be cold
1010,MTI,Neutral,XX,maybe tomorrow it will be cold
1010,MTI,Sad,XX,maybe tomorrow will be cold
1010,TAI,Anger,XX,the airplane is almost fall
1010,TAI,Fear,XX,the airplane is almost 4
1010,TAI,Happy,XX,the airplanes almost full
1010,TAI,Neutral,XX,the airplane is almost
1010,TIE,Anger,XX,that is exactly what happened
1010,TIE,Disgust,XX,exactly what happened
1010,TIE,Fear,XX,where is exactly what happened
1010,TIE,Happy,XX,what happened
1010,TIE,Sad,XX,what happened
1010,TSI,Anger,XX,the surface is flick
1010,TSI,Disgust,XX,the surfaces like
1010,TSI,Happy,XX,the surface is flick
1010,TSI,Sad,XX,the surfaces like
1010,WSI,Anger,XX,what's up in a couple of minutes
1010,WSI,Disgust,XX,stop in a couple of minutes
1010,WSI,Fear,XX,what's up in a couple of minutes
1010,WSI,Happy,XX,couple of minutes
1010,WSI,Neutral,XX,what's up in a couple of minutes
1011,DFA,Anger,XX,don't forget a jacket
1011,DFA,Neutral,XX,don't forget the jacket
1011,IEO,Anger,HI,it's 11:00
1011,IEO,Anger,LO,it's 11:00
1011,IEO,Anger,MD,it's 11:00
1011,IEO,Disgust,HI,it's 11:00
1011,IEO,Fear,MD,s11 Ultra
1011,IEO,Happy,HI,is 11:00
1011,IEO,Sad,HI,it's 11:00
1011,IEO,Sad,LO,it's 11:00
1011,IOM,Anger,XX,I am on my way to the meeting
1011,IOM,Disgust,XX,I am on my way to the meeting
1011,IOM,Fear,XX,I am on a waiting meeting
1011,IOM,Neutral,XX,I am on my way to the meaning
1011,IOM,Sad,XX,I am on my way to the meeting
1011,ITH,Anger,XX,I think I have a doctor's appointment
1011,ITH,Happy,XX,I think have a doctor's appointment
1011,ITH,Neutral,XX,I think I have a doctor's appointment
1011,ITS,Anger,XX,I think I've seen this before
1011,ITS,Disgust,XX,I think I've seen as before
1011,ITS,Neutral,XX,I think I've seen this before
1011,IWL,Anger,XX,I would like a new alarm clock
1011,IWL,Disgust,XX,I would like a new alarm clock
1011,IWL,Fear,XX,can you alarm clock
1011,IWL,Neutral,XX,I would like a new alarm clock
1011,IWL,Sad,XX,new alarm clock
1011,IWW,Anger,XX,I want your wishes about
1011,IWW,Disgust,XX,I Wonder What this is about
1011,IWW,Happy,XX,I want to visit
1011,IWW,Neutral,XX,I Wonder What this is about
1011,MTI,Anger,XX,maybe tomorrow it will be called
1011,MTI,Fear,XX,maybe tomorrow will be cold
1011,MTI,Neutral,XX,maybe tomorrow it will be called
1011,TAI,Anger,XX,the airplane is almost fall
1011,TAI,Disgust,XX,airplane is almost fall
1011,TAI,Fear,XX,airplane is almost fall
1011,TAI,Happy,XX,airplane is almost for
1011,TAI,Neutral,XX,airplane is almost for
1011,TAI,Sad,XX,airplane is almost 4
1011,TIE,Anger,XX,that is exactly what happened
1011,TIE,Disgust,XX,where is exactly what happened
1011,TIE,Fear,XX,that is exactly what happened
1011,TIE,Neutral,XX,that is exactly what happened
1011,TIE,Sad,XX,that is exactly what happened
1011,TSI,Anger,XX,the surface is flick
1011,TSI,Disgust,XX,surface is lake
1011,TSI,Fear,XX,the surface
1011,TSI,Happy,XX,surface flick
1011,TSI,Neutral,XX,the surface is like
1011,TSI,Sad,XX,the surfaces like
1011,WSI,Anger,XX,will start in a couple of minutes
1011,WSI,Disgust,XX,what's up in a couple minutes
1011,WSI,Neutral,XX,will start in a couple of minutes
1012,DFA,Anger,XX,don't forget a jacket
1012,DFA,Fear,XX,don't forget the jacket
1012,DFA,Happy,XX,don't forget the jacket
1012,DFA,Neutral,XX,don't forget to jacket
1012,IEO,Anger,HI,it's 11 O'Clock
1012,IEO,Anger,MD,it's 11:00
1012,IOM,Anger,XX,I am on my way the meeting
1012,IOM,Disgust,XX,turn on my way to the meeting
1012,IOM,Fear,XX,Hema my way to the meeting
1012,IOM,Happy,XX,I am on my ways the meaning
1012,IOM,Neutral,XX,I am on my way to the meaning
1012,IOM,Sad,XX,I am on my way the meaning
1012,ITH,Anger,XX,I think I have a doctor's appointment
1012,ITH,Disgust,XX,doctors appointment
1012,ITH,Fear,XX,I think I have a doctor's appointment
1012,ITH,Happy,XX,I think I have a doctor's appointment
1012,ITH,Neutral,XX,I think I have a doctor's appointment
1012,ITH,Sad,XX,I think I have a doctor's appointment
1012,ITS,Anger,XX,I think I've seen this before
